seed,P,norm,model,id_acc,ood_acc,ood_auroc
44,10,zscore,Transformer,0.583500,0.548600,0.487567
44,20,raw,DecisionTree,0.622000,0.566300,0.566690
44,20,raw,RandomForest,0.629900,0.570100,0.556482
44,20,raw,MLP,0.630000,0.577700,0.567120
44,20,raw,Transformer,0.639600,0.575500,0.506272
44,20,log1p,DecisionTree,0.624200,0.572700,0.555989
44,20,log1p,RandomForest,0.629400,0.570100,0.556343
44,20,log1p,MLP,0.631500,0.576300,0.559394
44,20,log1p,Transformer,0.626500,0.560800,0.519682
44,20,zscore,DecisionTree,0.621300,0.564000,0.565330
44,20,zscore,RandomForest,0.628700,0.570100,0.556704
44,20,zscore,MLP,0.640500,0.582700,0.545994
44,20,zscore,Transformer,0.628300,0.566400,0.523193
44,30,raw,DecisionTree,0.651300,0.585900,0.580557
44,30,raw,RandomForest,0.660400,0.605000,0.503508
44,30,raw,MLP,0.684700,0.589700,0.616133
44,30,raw,Transformer,0.663700,0.566300,0.580228
44,30,log1p,DecisionTree,0.646000,0.587000,0.586624
44,30,log1p,RandomForest,0.661500,0.606900,0.502809
44,30,log1p,MLP,0.687300,0.587000,0.626220
44,30,log1p,Transformer,0.651000,0.548500,0.545791
44,30,zscore,DecisionTree,0.649700,0.583000,0.578861
44,30,zscore,RandomForest,0.659700,0.607700,0.504505
44,30,zscore,MLP,0.682200,0.589800,0.610417
44,30,zscore,Transformer,0.654300,0.563800,0.613728
44,40,raw,DecisionTree,0.660000,0.602100,0.578993
44,40,raw,RandomForest,0.690100,0.622100,0.541459
44,40,raw,MLP,0.715100,0.617000,0.618045
44,40,raw,Transformer,0.690500,0.582300,0.601108
44,40,log1p,DecisionTree,0.669300,0.606000,0.573492
44,40,log1p,RandomForest,0.693000,0.624300,0.543253
44,40,log1p,MLP,0.714500,0.620300,0.647481
44,40,log1p,Transformer,0.686800,0.569600,0.622810
44,40,zscore,DecisionTree,0.661000,0.598400,0.575454
44,40,zscore,RandomForest,0.690700,0.621300,0.542210
44,40,zscore,MLP,0.711100,0.619700,0.630607
44,40,zscore,Transformer,0.695900,0.583200,0.610662
44,50,raw,DecisionTree,0.674800,0.602400,0.587293
44,50,raw,RandomForest,0.726700,0.642600,0.562821
44,50,raw,MLP,0.762300,0.634900,0.666890
44,50,raw,Transformer,0.722400,0.596400,0.642145
44,50,log1p,DecisionTree,0.680500,0.603700,0.590847
44,50,log1p,RandomForest,0.728200,0.640800,0.565008
44,50,log1p,MLP,0.754900,0.635500,0.671361
44,50,log1p,Transformer,0.737500,0.621200,0.630834
44,50,zscore,DecisionTree,0.674100,0.604500,0.585559
44,50,zscore,RandomForest,0.725800,0.639900,0.564593
44,50,zscore,MLP,0.751900,0.639900,0.665309
44,50,zscore,Transformer,0.723900,0.606600,0.649721
44,60,raw,DecisionTree,0.681900,0.596000,0.588718
44,60,raw,RandomForest,0.743400,0.646600,0.556143
44,60,raw,MLP,0.782000,0.643000,0.659371
44,60,raw,Transformer,0.734500,0.617600,0.657116
44,60,log1p,DecisionTree,0.680100,0.599700,0.597573
44,60,log1p,RandomForest,0.746100,0.647900,0.561428
44,60,log1p,MLP,0.782600,0.647700,0.651581
44,60,log1p,Transformer,0.731500,0.616200,0.674147
44,60,zscore,DecisionTree,0.678000,0.602900,0.588293
44,60,zscore,RandomForest,0.745600,0.646300,0.557791
44,60,zscore,MLP,0.783100,0.652400,0.664538
44,60,zscore,Transformer,0.741200,0.620600,0.660743
44,70,raw,DecisionTree,0.697000,0.610100,0.586396
44,70,raw,RandomForest,0.763000,0.661800,0.564294
44,70,raw,MLP,0.802800,0.668800,0.660472
44,70,raw,Transformer,0.753600,0.631300,0.674026
44,70,log1p,DecisionTree,0.699500,0.608800,0.599006
44,70,log1p,RandomForest,0.763100,0.661200,0.566931
44,70,log1p,MLP,0.790900,0.670000,0.657553
44,70,log1p,Transformer,0.756100,0.626600,0.682527
44,70,zscore,DecisionTree,0.690600,0.615100,0.589321
44,70,zscore,RandomForest,0.762600,0.659600,0.566692
44,70,zscore,MLP,0.797700,0.666800,0.673775
44,70,zscore,Transformer,0.760300,0.621800,0.687093
44,80,raw,DecisionTree,0.698700,0.616200,0.597397
44,80,raw,RandomForest,0.769900,0.666300,0.560110
44,80,raw,MLP,0.818100,0.680100,0.669485
44,80,raw,Transformer,0.776100,0.637000,0.716973
44,80,log1p,DecisionTree,0.705300,0.623600,0.608965
44,80,log1p,RandomForest,0.779100,0.662100,0.567346
44,80,log1p,MLP,0.809300,0.686100,0.669289
44,80,log1p,Transformer,0.782500,0.630100,0.680990
44,80,zscore,DecisionTree,0.701600,0.618500,0.600956
44,80,zscore,RandomForest,0.772100,0.670400,0.563587
44,80,zscore,MLP,0.813800,0.687800,0.675069
44,80,zscore,Transformer,0.766900,0.631100,0.714941
44,90,raw,DecisionTree,0.703900,0.613700,0.585296
44,90,raw,RandomForest,0.778400,0.672100,0.561494
44,90,raw,MLP,0.830200,0.695400,0.675703
44,90,raw,Transformer,0.777500,0.660200,0.697942
44,90,log1p,DecisionTree,0.705000,0.627600,0.596485
44,90,log1p,RandomForest,0.787600,0.674100,0.565499
44,90,log1p,MLP,0.827000,0.695900,0.677498
44,90,log1p,Transformer,0.791300,0.644500,0.686407
44,90,zscore,DecisionTree,0.697500,0.619900,0.598758
44,90,zscore,RandomForest,0.778500,0.671400,0.561580
44,90,zscore,MLP,0.828400,0.692300,0.688995
44,90,zscore,Transformer,0.786400,0.660000,0.726108
44,100,raw,DecisionTree,0.695900,0.631300,0.586966
44,100,raw,RandomForest,0.786800,0.681900,0.564952
44,100,raw,MLP,0.852100,0.716100,0.674776
44,100,raw,Transformer,0.811400,0.670400,0.703230
44,100,log1p,DecisionTree,0.710600,0.630700,0.592626
44,100,log1p,RandomForest,0.792600,0.678000,0.573767
44,100,log1p,MLP,0.836000,0.702100,0.669777
44,100,log1p,Transformer,0.805300,0.651800,0.721094
44,100,zscore,DecisionTree,0.715000,0.617400,0.598281
44,100,zscore,RandomForest,0.788100,0.680400,0.569738
44,100,zscore,MLP,0.843800,0.712800,0.686696
44,100,zscore,Transformer,0.800000,0.650500,0.703060
44,110,raw,DecisionTree,0.700100,0.620300,0.602284
44,110,raw,RandomForest,0.790700,0.680300,0.565364
44,110,raw,MLP,0.858100,0.718200,0.677077
44,110,raw,Transformer,0.818500,0.677300,0.707030
44,110,log1p,DecisionTree,0.711200,0.626500,0.597466
44,110,log1p,RandomForest,0.797600,0.676500,0.573322
44,110,log1p,MLP,0.854600,0.718100,0.683955
44,110,log1p,Transformer,0.812500,0.652700,0.722449
44,110,zscore,DecisionTree,0.704400,0.621200,0.585366
44,110,zscore,RandomForest,0.798500,0.681400,0.572575
44,110,zscore,MLP,0.851000,0.713200,0.688304
44,110,zscore,Transformer,0.807000,0.653800,0.726640
44,120,raw,DecisionTree,0.694400,0.619600,0.592248
44,120,raw,RandomForest,0.795500,0.682600,0.568895
44,120,raw,MLP,0.864600,0.728600,0.693343
44,120,raw,Transformer,0.833300,0.677500,0.745237
44,120,log1p,DecisionTree,0.702900,0.627600,0.601375
44,120,log1p,RandomForest,0.803800,0.685700,0.579199
44,120,log1p,MLP,0.863300,0.724900,0.690197
44,120,log1p,Transformer,0.826900,0.694300,0.741389
44,120,zscore,DecisionTree,0.708000,0.619200,0.591294
44,120,zscore,RandomForest,0.801600,0.684000,0.573379
44,120,zscore,MLP,0.857400,0.719600,0.692702
44,120,zscore,Transformer,0.829500,0.666400,0.725807
44,130,raw,DecisionTree,0.721100,0.628800,0.590404
44,130,raw,RandomForest,0.807700,0.695300,0.574776
44,130,raw,MLP,0.878600,0.727200,0.697712
44,130,raw,Transformer,0.851300,0.703800,0.732838
44,130,log1p,DecisionTree,0.722000,0.630200,0.595201
44,130,log1p,RandomForest,0.817500,0.695700,0.584323
44,130,log1p,MLP,0.872200,0.732100,0.695409
44,130,log1p,Transformer,0.834500,0.697400,0.695858
44,130,zscore,DecisionTree,0.721200,0.626700,0.594002
44,130,zscore,RandomForest,0.813500,0.699800,0.579476
44,130,zscore,MLP,0.868800,0.723200,0.703373
44,130,zscore,Transformer,0.836500,0.691300,0.741035
44,140,raw,DecisionTree,0.713100,0.634300,0.588656
44,140,raw,RandomForest,0.816500,0.698900,0.581482
44,140,raw,MLP,0.885200,0.746400,0.701842
44,140,raw,Transformer,0.845000,0.691600,0.740579
44,140,log1p,DecisionTree,0.703800,0.634300,0.588559
44,140,log1p,RandomForest,0.815400,0.703200,0.587721
44,140,log1p,MLP,0.878500,0.741500,0.702495
44,140,log1p,Transformer,0.850000,0.706200,0.770073
44,140,zscore,DecisionTree,0.721200,0.627400,0.591422
44,140,zscore,RandomForest,0.819500,0.704200,0.582596
44,140,zscore,MLP,0.880600,0.733900,0.699976
44,140,zscore,Transformer,0.845500,0.673400,0.736118
44,150,raw,DecisionTree,0.741200,0.657000,0.576245
44,150,raw,RandomForest,0.821800,0.714300,0.584507
44,150,raw,MLP,0.892200,0.755500,0.698440
44,150,raw,Transformer,0.861700,0.719400,0.758587
44,150,log1p,DecisionTree,0.742200,0.658900,0.583643
44,150,log1p,RandomForest,0.828400,0.709300,0.587802
44,150,log1p,MLP,0.888600,0.752300,0.704123
44,150,log1p,Transformer,0.860200,0.719800,0.757349
44,150,zscore,DecisionTree,0.734100,0.660800,0.589050
44,150,zscore,RandomForest,0.825700,0.708600,0.583701
44,150,zscore,MLP,0.886300,0.746400,0.693663
44,150,zscore,Transformer,0.853700,0.713800,0.755154
44,200,raw,DecisionTree,0.747700,0.662800,0.575189
44,200,raw,RandomForest,0.835800,0.731600,0.589343
44,200,raw,MLP,0.909500,0.790500,0.721749
44,200,raw,Transformer,0.877800,0.750500,0.740049
44,200,log1p,DecisionTree,0.744000,0.664700,0.574191
44,200,log1p,RandomForest,0.838500,0.730500,0.596297
44,200,log1p,MLP,0.906200,0.784700,0.720497
44,200,log1p,Transformer,0.876000,0.753600,0.739430
44,200,zscore,DecisionTree,0.743400,0.661900,0.579701
44,200,zscore,RandomForest,0.834400,0.726700,0.592196
44,200,zscore,MLP,0.895400,0.771200,0.716083
44,200,zscore,Transformer,0.867800,0.733900,0.733760
44,300,raw,DecisionTree,0.766100,0.663000,0.575359
44,300,raw,RandomForest,0.852400,0.755600,0.607970
44,300,raw,MLP,0.937600,0.820000,0.718285
44,300,raw,Transformer,0.916100,0.805000,0.779513
44,300,log1p,DecisionTree,0.755700,0.668600,0.568660
44,300,log1p,RandomForest,0.856000,0.756800,0.614014
44,300,log1p,MLP,0.930700,0.817900,0.728913
44,300,log1p,Transformer,0.912700,0.805400,0.732272
44,300,zscore,DecisionTree,0.756100,0.670400,0.555812
44,300,zscore,RandomForest,0.853700,0.756900,0.608689
44,300,zscore,MLP,0.915900,0.787700,0.733902
44,300,zscore,Transformer,0.901900,0.781500,0.740835
44,400,raw,DecisionTree,0.771400,0.683200,0.546367
44,400,raw,RandomForest,0.864800,0.770500,0.611800
44,400,raw,MLP,0.942700,0.840700,0.734087
44,400,raw,Transformer,0.926300,0.825300,0.724099
44,400,log1p,DecisionTree,0.759200,0.676900,0.518257
44,400,log1p,RandomForest,0.864900,0.776700,0.618642
44,400,log1p,MLP,0.940400,0.838900,0.749829
44,400,log1p,Transformer,0.929000,0.835200,0.720371
44,400,zscore,DecisionTree,0.777600,0.689300,0.547961
44,400,zscore,RandomForest,0.860300,0.776800,0.614622
44,400,zscore,MLP,0.931000,0.819900,0.729317
44,400,zscore,Transformer,0.927800,0.813800,0.760944
44,500,raw,DecisionTree,0.778100,0.698100,0.542176
44,500,raw,RandomForest,0.870300,0.782000,0.605300
44,500,raw,MLP,0.950000,0.851700,0.733415
44,500,raw,Transformer,0.938900,0.853400,0.713767
44,500,log1p,DecisionTree,0.775300,0.700800,0.534605
44,500,log1p,RandomForest,0.867400,0.786400,0.623372
44,500,log1p,MLP,0.945900,0.851300,0.754983
44,500,log1p,Transformer,0.933500,0.846500,0.716096
44,500,zscore,DecisionTree,0.766800,0.670400,0.564175
44,500,zscore,RandomForest,0.867000,0.783500,0.615674
44,500,zscore,MLP,0.934900,0.823100,0.749652
44,500,zscore,Transformer,0.935200,0.832700,0.774384
44,600,raw,DecisionTree,0.798600,0.710000,0.538598
44,600,raw,RandomForest,0.877200,0.789900,0.611998
44,600,raw,MLP,0.947700,0.860700,0.767317
44,600,raw,Transformer,0.947000,0.865600,0.712957
44,600,log1p,DecisionTree,0.802800,0.715000,0.520500
44,600,log1p,RandomForest,0.878600,0.789100,0.622396
44,600,log1p,MLP,0.950800,0.858900,0.751393
44,600,log1p,Transformer,0.945400,0.865900,0.696128
44,600,zscore,DecisionTree,0.781000,0.700200,0.548145
44,600,zscore,RandomForest,0.880300,0.787500,0.617073
44,600,zscore,MLP,0.938200,0.838000,0.743716
44,600,zscore,Transformer,0.941400,0.849700,0.739223
45,10,raw,DecisionTree,0.586200,0.541200,0.490998
45,10,raw,RandomForest,0.586800,0.541200,0.488690
45,10,raw,MLP,0.590600,0.544500,0.488951
45,10,raw,Transformer,0.581100,0.547500,0.461936
45,10,log1p,DecisionTree,0.586400,0.541200,0.490823
45,10,log1p,RandomForest,0.587300,0.541200,0.490138
45,10,log1p,MLP,0.589800,0.544500,0.487230
45,10,log1p,Transformer,0.583100,0.546200,0.454722
45,10,zscore,DecisionTree,0.586300,0.541200,0.490651
45,10,zscore,RandomForest,0.586800,0.541200,0.398347
45,10,zscore,MLP,0.589500,0.544100,0.488869
45,10,zscore,Transformer,0.588500,0.544300,0.596942
45,20,raw,DecisionTree,0.631800,0.580500,0.534526
45,20,raw,RandomForest,0.635600,0.576400,0.528965
45,20,raw,MLP,0.639300,0.576900,0.555472
45,20,raw,Transformer,0.625700,0.574900,0.478451
45,20,log1p,DecisionTree,0.631000,0.581100,0.534611
45,20,log1p,RandomForest,0.635500,0.576400,0.528487
45,20,log1p,MLP,0.642800,0.578300,0.549116
45,20,log1p,Transformer,0.612300,0.540000,0.487844
45,20,zscore,DecisionTree,0.632000,0.580800,0.533685
45,20,zscore,RandomForest,0.635600,0.576400,0.534537
45,20,zscore,MLP,0.638300,0.578500,0.542799
45,20,zscore,Transformer,0.633600,0.577400,0.484072
45,30,raw,DecisionTree,0.657200,0.591500,0.584594
45,30,raw,RandomForest,0.682100,0.598800,0.540274
45,30,raw,MLP,0.686800,0.576500,0.622664
45,30,raw,Transformer,0.665300,0.560400,0.607947
45,30,log1p,DecisionTree,0.658200,0.584900,0.596506
45,30,log1p,RandomForest,0.679100,0.599100,0.543894
45,30,log1p,MLP,0.691500,0.577500,0.629130
45,30,log1p,Transformer,0.649900,0.562500,0.662501
45,30,zscore,DecisionTree,0.656700,0.589500,0.588448
45,30,zscore,RandomForest,0.679800,0.597600,0.542538
45,30,zscore,MLP,0.677600,0.584500,0.660511
45,30,zscore,Transformer,0.665000,0.573800,0.600680
45,40,raw,DecisionTree,0.665200,0.593500,0.602982
45,40,raw,RandomForest,0.696000,0.622800,0.538058
45,40,raw,MLP,0.724900,0.604700,0.632584
45,40,raw,Transformer,0.692000,0.594800,0.589983
45,40,log1p,DecisionTree,0.660100,0.596500,0.589954
45,40,log1p,RandomForest,0.696500,0.622400,0.540845
45,40,log1p,MLP,0.715800,0.607000,0.665974
45,40,log1p,Transformer,0.688400,0.580000,0.599312
45,40,zscore,DecisionTree,0.658000,0.592400,0.603233
45,40,zscore,RandomForest,0.696700,0.622900,0.538583
45,40,zscore,MLP,0.714900,0.599300,0.658590
45,40,zscore,Transformer,0.685600,0.579100,0.570268
45,50,raw,DecisionTree,0.677500,0.589700,0.605799
45,50,raw,RandomForest,0.728300,0.640600,0.549836
45,50,raw,MLP,0.760100,0.626600,0.647416
45,50,raw,Transformer,0.717400,0.604000,0.642372
45,50,log1p,DecisionTree,0.681500,0.601600,0.611377
45,50,log1p,RandomForest,0.729500,0.639400,0.554160
45,50,log1p,MLP,0.762100,0.633700,0.653087
45,50,log1p,Transformer,0.721000,0.611300,0.671508
45,50,zscore,DecisionTree,0.679800,0.588900,0.609847
45,50,zscore,RandomForest,0.730500,0.637600,0.552583
45,50,zscore,MLP,0.760600,0.624000,0.662661
45,50,zscore,Transformer,0.724000,0.599700,0.631943
45,60,raw,DecisionTree,0.675800,0.595200,0.598821
45,60,raw,RandomForest,0.744800,0.645000,0.559900
45,60,raw,MLP,0.789200,0.654000,0.659734
45,60,raw,Transformer,0.740400,0.596700,0.650005
45,60,log1p,DecisionTree,0.677300,0.600300,0.609977
45,60,log1p,RandomForest,0.741200,0.641600,0.563152
45,60,log1p,MLP,0.789000,0.646700,0.662489
45,60,log1p,Transformer,0.733600,0.614100,0.673560
45,60,zscore,DecisionTree,0.679400,0.596100,0.604834
45,60,zscore,RandomForest,0.744600,0.643700,0.563449
45,60,zscore,MLP,0.787300,0.651500,0.671668
45,60,zscore,Transformer,0.740000,0.609000,0.654037
45,70,raw,DecisionTree,0.699000,0.610500,0.600563
45,70,raw,RandomForest,0.757300,0.654700,0.562787
45,70,raw,MLP,0.803900,0.668000,0.657215
45,70,raw,Transformer,0.762200,0.627700,0.659923
45,70,log1p,DecisionTree,0.703200,0.612900,0.605807
45,70,log1p,RandomForest,0.761700,0.656700,0.567857
45,70,log1p,MLP,0.804600,0.663700,0.659184
45,70,log1p,Transformer,0.747200,0.608800,0.650831
45,70,zscore,DecisionTree,0.689800,0.606100,0.593685
45,70,zscore,RandomForest,0.762000,0.652300,0.566573
45,70,zscore,MLP,0.800700,0.667400,0.658716
45,70,zscore,Transformer,0.754000,0.626700,0.698608
45,80,raw,DecisionTree,0.686100,0.612100,0.599941
45,80,raw,RandomForest,0.775200,0.666400,0.566924
45,80,raw,MLP,0.818800,0.688100,0.653345
45,80,raw,Transformer,0.762100,0.624800,0.682179
45,80,log1p,DecisionTree,0.701900,0.624300,0.608464
45,80,log1p,RandomForest,0.774900,0.670300,0.568457
45,80,log1p,MLP,0.818800,0.694900,0.661519
45,80,log1p,Transformer,0.765100,0.634900,0.688385
45,80,zscore,DecisionTree,0.683700,0.611300,0.601355
45,80,zscore,RandomForest,0.772900,0.665600,0.566187
45,80,zscore,MLP,0.818900,0.693000,0.672795
45,80,zscore,Transformer,0.776700,0.630600,0.705062
45,90,raw,DecisionTree,0.696800,0.615600,0.603784
45,90,raw,RandomForest,0.788800,0.674200,0.575420
45,90,raw,MLP,0.824600,0.690600,0.666113
45,90,raw,Transformer,0.785700,0.651800,0.723626
45,90,log1p,DecisionTree,0.704600,0.602000,0.609750
45,90,log1p,RandomForest,0.791900,0.667600,0.580241
45,90,log1p,MLP,0.833700,0.695600,0.674603
45,90,log1p,Transformer,0.782500,0.641600,0.707460
45,90,zscore,DecisionTree,0.699100,0.617400,0.588989
45,90,zscore,RandomForest,0.791300,0.670300,0.576290
45,90,zscore,MLP,0.822700,0.693000,0.678514
45,90,zscore,Transformer,0.786700,0.649600,0.690493
45,100,raw,DecisionTree,0.694400,0.623400,0.598162
45,100,raw,RandomForest,0.795300,0.678200,0.575576
45,100,raw,MLP,0.840300,0.713000,0.678026
45,100,raw,Transformer,0.801800,0.648700,0.738600
45,100,log1p,DecisionTree,0.709600,0.620400,0.598119
45,100,log1p,RandomForest,0.798200,0.679300,0.579955
45,100,log1p,MLP,0.839700,0.713900,0.676461
45,100,log1p,Transformer,0.802700,0.663200,0.704871
45,100,zscore,DecisionTree,0.696700,0.618000,0.587868
45,100,zscore,RandomForest,0.792900,0.681400,0.577180
45,100,zscore,MLP,0.836000,0.711400,0.681626
45,100,zscore,Transformer,0.801300,0.666900,0.730643
45,110,raw,DecisionTree,0.706800,0.624700,0.593146
45,110,raw,RandomForest,0.803700,0.680100,0.571224
45,110,raw,MLP,0.852300,0.717100,0.682079
45,110,raw,Transformer,0.815900,0.670400,0.702566
45,110,log1p,DecisionTree,0.713200,0.634400,0.610532
45,110,log1p,RandomForest,0.806300,0.682000,0.578896
45,110,log1p,MLP,0.852800,0.726900,0.686227
45,110,log1p,Transformer,0.818900,0.658300,0.723547
45,110,zscore,DecisionTree,0.707400,0.614800,0.595102
45,110,zscore,RandomForest,0.805000,0.684200,0.574111
45,110,zscore,MLP,0.850000,0.719800,0.679199
45,110,zscore,Transformer,0.806600,0.665100,0.724171
45,120,raw,DecisionTree,0.718200,0.629100,0.594060
45,120,raw,RandomForest,0.807700,0.684500,0.572040
45,120,raw,MLP,0.854000,0.727200,0.680855
45,120,raw,Transformer,0.824900,0.682000,0.705682
45,120,log1p,DecisionTree,0.701700,0.630700,0.586120
45,120,log1p,RandomForest,0.812000,0.690600,0.578318
45,120,log1p,MLP,0.853900,0.720300,0.682482
45,120,log1p,Transformer,0.826400,0.692500,0.703953
45,120,zscore,DecisionTree,0.709100,0.622300,0.598715
45,120,zscore,RandomForest,0.805300,0.688100,0.576581
45,120,zscore,MLP,0.851400,0.717900,0.688610
45,120,zscore,Transformer,0.820300,0.677200,0.712080
45,130,raw,DecisionTree,0.727600,0.632800,0.588343
45,130,raw,RandomForest,0.819800,0.697600,0.577581
45,130,raw,MLP,0.867600,0.744600,0.693473
45,130,raw,Transformer,0.836900,0.674000,0.727497
45,130,log1p,DecisionTree,0.730500,0.643600,0.578995
45,130,log1p,RandomForest,0.826400,0.692300,0.589009
45,130,log1p,MLP,0.864000,0.738300,0.687013
45,130,log1p,Transformer,0.834000,0.687500,0.681363
45,130,zscore,DecisionTree,0.726900,0.632200,0.586207
45,130,zscore,RandomForest,0.821100,0.697300,0.583613
45,130,zscore,MLP,0.856900,0.735800,0.696510
45,130,zscore,Transformer,0.837500,0.697800,0.734621
45,140,raw,DecisionTree,0.724800,0.638600,0.581745
45,140,raw,RandomForest,0.822600,0.698500,0.586531
45,140,raw,MLP,0.879200,0.751900,0.686774
45,140,raw,Transformer,0.838700,0.660200,0.715610
45,140,log1p,DecisionTree,0.723700,0.639400,0.582168
45,140,log1p,RandomForest,0.824000,0.702700,0.591557
45,140,log1p,MLP,0.879700,0.752200,0.693592
45,140,log1p,Transformer,0.852600,0.701400,0.716062
45,140,zscore,DecisionTree,0.720700,0.631500,0.586392
45,140,zscore,RandomForest,0.826100,0.698700,0.587760
45,140,zscore,MLP,0.871700,0.739800,0.689684
45,140,zscore,Transformer,0.847900,0.696400,0.765613
45,150,raw,DecisionTree,0.734200,0.639600,0.589985
45,150,raw,RandomForest,0.828800,0.710000,0.591603
45,150,raw,MLP,0.880900,0.754400,0.701660
45,150,raw,Transformer,0.856900,0.689500,0.757405
45,150,log1p,DecisionTree,0.734000,0.651100,0.592376
45,150,log1p,RandomForest,0.824700,0.714900,0.599028
45,150,log1p,MLP,0.879800,0.741300,0.710187
45,150,log1p,Transformer,0.849200,0.719900,0.703917
45,150,zscore,DecisionTree,0.728200,0.636700,0.600352
45,150,zscore,RandomForest,0.826200,0.710700,0.590566
45,150,zscore,MLP,0.878600,0.746800,0.711254
45,150,zscore,Transformer,0.848100,0.697600,0.724209
45,200,raw,DecisionTree,0.742100,0.648400,0.574664
45,200,raw,RandomForest,0.840100,0.740300,0.600942
45,200,raw,MLP,0.909800,0.787000,0.700180
45,200,raw,Transformer,0.878000,0.751700,0.729954
45,200,log1p,DecisionTree,0.741700,0.655500,0.562560
45,200,log1p,RandomForest,0.841600,0.735300,0.608194
45,200,log1p,MLP,0.906400,0.791500,0.707654
45,200,log1p,Transformer,0.883300,0.751800,0.738226
45,200,zscore,DecisionTree,0.743800,0.654000,0.585019
45,200,zscore,RandomForest,0.839600,0.737500,0.602537
45,200,zscore,MLP,0.892900,0.767000,0.715890
45,200,zscore,Transformer,0.877000,0.728300,0.752091
45,300,raw,DecisionTree,0.755500,0.671000,0.559933
45,300,raw,RandomForest,0.865900,0.762100,0.607509
45,300,raw,MLP,0.929500,0.820100,0.736208
45,300,raw,Transformer,0.918500,0.804400,0.786856
45,300,log1p,DecisionTree,0.753700,0.668800,0.546526
45,300,log1p,RandomForest,0.867100,0.754700,0.617481
45,300,log1p,MLP,0.933800,0.820000,0.742287
45,300,log1p,Transformer,0.916400,0.806200,0.726180
45,300,zscore,DecisionTree,0.764600,0.666700,0.556311
45,300,zscore,RandomForest,0.863600,0.760500,0.611260
45,300,zscore,MLP,0.921800,0.806600,0.721152
45,300,zscore,Transformer,0.907400,0.770700,0.750126
45,400,raw,DecisionTree,0.779900,0.698000,0.549833
45,400,raw,RandomForest,0.870900,0.779500,0.614152
45,400,raw,MLP,0.937700,0.837200,0.721745
45,400,raw,Transformer,0.928500,0.831600,0.741801
45,400,log1p,DecisionTree,0.768500,0.690900,0.543221
45,400,log1p,RandomForest,0.875200,0.778000,0.620272
45,400,log1p,MLP,0.943300,0.836300,0.752587
45,400,log1p,Transformer,0.921700,0.826000,0.705455
45,400,zscore,DecisionTree,0.768700,0.692600,0.545812
45,400,zscore,RandomForest,0.870200,0.778800,0.614507
45,400,zscore,MLP,0.933700,0.830000,0.728741
45,400,zscore,Transformer,0.914500,0.802400,0.735593
45,500,raw,DecisionTree,0.784000,0.695800,0.549200
45,500,raw,RandomForest,0.875400,0.782100,0.614374
45,500,raw,MLP,0.956200,0.856400,0.744898
45,500,raw,Transformer,0.942000,0.837700,0.717209
45,500,log1p,DecisionTree,0.787000,0.697500,0.525679
45,500,log1p,RandomForest,0.873900,0.779600,0.619056
45,500,log1p,MLP,0.946600,0.841100,0.758568
45,500,log1p,Transformer,0.939800,0.850500,0.716440
45,500,zscore,DecisionTree,0.791800,0.694500,0.553198
45,500,zscore,RandomForest,0.877300,0.779200,0.614546
45,500,zscore,MLP,0.942000,0.829100,0.735522
45,500,zscore,Transformer,0.913800,0.813200,0.691181
45,600,raw,DecisionTree,0.791200,0.713700,0.539836
45,600,raw,RandomForest,0.884200,0.784800,0.614648
45,600,raw,MLP,0.951200,0.848100,0.768895
45,600,raw,Transformer,0.949900,0.859500,0.701292
45,600,log1p,DecisionTree,0.794000,0.711700,0.534094
45,600,log1p,RandomForest,0.885900,0.790600,0.622067
45,600,log1p,MLP,0.961800,0.867400,0.747276
45,600,log1p,Transformer,0.948900,0.868500,0.704306
45,600,zscore,DecisionTree,0.794100,0.715700,0.533030
45,600,zscore,RandomForest,0.884300,0.792000,0.617853
45,600,zscore,MLP,0.951600,0.830300,0.748476
45,600,zscore,Transformer,0.945400,0.850900,0.744542
46,10,raw,DecisionTree,0.577600,0.528100,0.506621
46,10,raw,RandomForest,0.580300,0.527900,0.416064
46,10,raw,MLP,0.573000,0.522700,0.592977
46,10,raw,Transformer,0.571000,0.522000,0.499117
46,10,log1p,DecisionTree,0.577700,0.528100,0.506611
46,10,log1p,RandomForest,0.580300,0.527900,0.506030
46,10,log1p,MLP,0.573500,0.522200,0.644970
46,10,log1p,Transformer,0.572400,0.535900,0.504159
46,10,zscore,DecisionTree,0.577600,0.528100,0.506621
46,10,zscore,RandomForest,0.580300,0.527900,0.505492
46,10,zscore,MLP,0.577300,0.524300,0.532779
46,10,zscore,Transformer,0.568200,0.520300,0.522996
46,20,raw,DecisionTree,0.637000,0.571700,0.542618
46,20,raw,RandomForest,0.641100,0.578400,0.552684
46,20,raw,MLP,0.646200,0.570500,0.575816
46,20,raw,Transformer,0.628800,0.587400,0.480794
46,20,log1p,DecisionTree,0.638200,0.572100,0.542673
46,20,log1p,RandomForest,0.641700,0.578400,0.544896
46,20,log1p,MLP,0.641100,0.565400,0.565968
46,20,log1p,Transformer,0.627800,0.576400,0.509947
46,20,zscore,DecisionTree,0.636800,0.571700,0.543457
46,20,zscore,RandomForest,0.641700,0.578400,0.545918
46,20,zscore,MLP,0.638900,0.567200,0.563896
46,20,zscore,Transformer,0.617300,0.555500,0.505846
46,30,raw,DecisionTree,0.662900,0.582600,0.592356
46,30,raw,RandomForest,0.679200,0.600700,0.530118
46,30,raw,MLP,0.691300,0.584600,0.649597
