seed,P,norm,model,id_acc,ood_acc,ood_auroc
43,150,raw,Baseline_L2Thresh,0.692200,0.526700,0.911614
43,150,raw,Baseline_CosThresh,0.770800,0.714900,0.395196
43,150,raw,Baseline_LogReg,0.805200,0.690900,0.627704
43,150,log1p,Baseline_L1Thresh,0.689300,0.513300,0.897263
43,150,log1p,Baseline_L2Thresh,0.695900,0.515000,0.497536
43,150,log1p,Baseline_CosThresh,0.772100,0.716000,0.370707
43,150,log1p,Baseline_LogReg,0.801100,0.684700,0.614820
43,150,zscore,Baseline_L1Thresh,0.684800,0.513100,0.930622
43,150,zscore,Baseline_L2Thresh,0.675500,0.507200,0.934393
43,150,zscore,Baseline_CosThresh,0.768800,0.694800,0.330559
43,150,zscore,Baseline_LogReg,0.804200,0.651400,0.653956
43,200,raw,Baseline_L1Thresh,0.704000,0.515100,0.928507
43,200,raw,Baseline_L2Thresh,0.706700,0.526400,0.914776
43,200,raw,Baseline_CosThresh,0.788900,0.745600,0.401737
43,200,raw,Baseline_LogReg,0.827500,0.719800,0.636576
43,200,log1p,Baseline_L1Thresh,0.704900,0.517100,0.898489
43,200,log1p,Baseline_L2Thresh,0.713900,0.515300,0.385778
43,200,log1p,Baseline_CosThresh,0.788200,0.745600,0.359583
43,200,log1p,Baseline_LogReg,0.826500,0.710500,0.623137
43,200,zscore,Baseline_L1Thresh,0.698100,0.509000,0.928786
43,200,zscore,Baseline_L2Thresh,0.689800,0.514800,0.926732
43,200,zscore,Baseline_CosThresh,0.792600,0.711400,0.287699
43,200,zscore,Baseline_LogReg,0.827400,0.679800,0.658877
43,300,raw,Baseline_L1Thresh,0.732000,0.505200,0.923700
43,300,raw,Baseline_L2Thresh,0.724900,0.523900,0.928556
43,300,raw,Baseline_CosThresh,0.802200,0.740800,0.414004
43,300,raw,Baseline_LogReg,0.866900,0.760600,0.643900
43,300,log1p,Baseline_L1Thresh,0.738100,0.509400,0.874814
43,300,log1p,Baseline_L2Thresh,0.745700,0.505400,0.247129
43,300,log1p,Baseline_CosThresh,0.798800,0.744700,0.355378
43,300,log1p,Baseline_LogReg,0.865500,0.752000,0.635302
43,300,zscore,Baseline_L1Thresh,0.715700,0.505200,0.932739
43,300,zscore,Baseline_L2Thresh,0.704000,0.522200,0.933742
43,300,zscore,Baseline_CosThresh,0.815100,0.765000,0.308359
43,300,zscore,Baseline_LogReg,0.868900,0.739000,0.665469
43,400,raw,Baseline_L1Thresh,0.737100,0.500100,0.920748
43,400,raw,Baseline_L2Thresh,0.729700,0.532300,0.915767
43,400,raw,Baseline_CosThresh,0.814100,0.741300,0.404993
43,400,raw,Baseline_LogReg,0.883000,0.793100,0.653357
43,400,log1p,Baseline_L1Thresh,0.743600,0.506100,0.831832
43,400,log1p,Baseline_L2Thresh,0.749900,0.500500,0.215761
43,400,log1p,Baseline_CosThresh,0.814200,0.743500,0.362453
43,400,log1p,Baseline_LogReg,0.880800,0.785300,0.647696
43,400,zscore,Baseline_L1Thresh,0.723500,0.506300,0.931901
43,400,zscore,Baseline_L2Thresh,0.707100,0.529900,0.932910
43,400,zscore,Baseline_CosThresh,0.832000,0.779500,0.284236
43,400,zscore,Baseline_LogReg,0.885500,0.764300,0.670090
43,500,raw,Baseline_L1Thresh,0.753500,0.502700,0.929471
43,500,raw,Baseline_L2Thresh,0.735200,0.539900,0.920346
43,500,raw,Baseline_CosThresh,0.828300,0.760200,0.413718
43,500,raw,Baseline_LogReg,0.900600,0.806000,0.657652
43,500,log1p,Baseline_L1Thresh,0.755200,0.507700,0.853685
43,500,log1p,Baseline_L2Thresh,0.766500,0.501400,0.242414
43,500,log1p,Baseline_CosThresh,0.828000,0.755900,0.378265
43,500,log1p,Baseline_LogReg,0.895200,0.806900,0.650908
43,500,zscore,Baseline_L1Thresh,0.739500,0.503800,0.931327
43,500,zscore,Baseline_L2Thresh,0.711500,0.533800,0.935175
43,500,zscore,Baseline_CosThresh,0.848100,0.793100,0.278685
43,500,zscore,Baseline_LogReg,0.897200,0.788900,0.673975
43,600,raw,Baseline_L1Thresh,0.753300,0.504100,0.926214
43,600,raw,Baseline_L2Thresh,0.740900,0.530900,0.917247
43,600,raw,Baseline_CosThresh,0.834200,0.767700,0.416975
43,600,raw,Baseline_LogReg,0.907500,0.824600,0.657666
43,600,log1p,Baseline_L1Thresh,0.757000,0.502000,0.852469
43,600,log1p,Baseline_L2Thresh,0.771800,0.502100,0.232524
43,600,log1p,Baseline_CosThresh,0.835000,0.768900,0.383636
43,600,log1p,Baseline_LogReg,0.905200,0.826200,0.652710
43,600,zscore,Baseline_L1Thresh,0.738100,0.505500,0.931936
43,600,zscore,Baseline_L2Thresh,0.720300,0.523100,0.931707
43,600,zscore,Baseline_CosThresh,0.856800,0.797600,0.268845
43,600,zscore,Baseline_LogReg,0.904100,0.814100,0.680003
44,10,raw,Baseline_L1Thresh,0.562500,0.514400,0.456505
44,10,raw,Baseline_L2Thresh,0.562500,0.514400,0.447856
44,10,raw,Baseline_CosThresh,0.574600,0.518700,0.357838
44,10,raw,Baseline_LogReg,0.571200,0.533300,0.517505
44,10,log1p,Baseline_L1Thresh,0.562500,0.514400,0.434337
44,10,log1p,Baseline_L2Thresh,0.562500,0.514400,0.423126
44,10,log1p,Baseline_CosThresh,0.573800,0.518700,0.362971
44,10,log1p,Baseline_LogReg,0.571200,0.533200,0.547755
44,10,zscore,Baseline_L1Thresh,0.562500,0.514400,0.457498
44,10,zscore,Baseline_L2Thresh,0.562500,0.514400,0.449058
44,10,zscore,Baseline_CosThresh,0.569500,0.515200,0.283774
44,10,zscore,Baseline_LogReg,0.573400,0.541300,0.528718
44,20,raw,Baseline_L1Thresh,0.577700,0.537700,0.610133
44,20,raw,Baseline_L2Thresh,0.577700,0.537700,0.669534
44,20,raw,Baseline_CosThresh,0.599300,0.547900,0.461495
44,20,raw,Baseline_LogReg,0.605900,0.548400,0.528437
44,20,log1p,Baseline_L1Thresh,0.577700,0.537700,0.561789
44,20,log1p,Baseline_L2Thresh,0.577700,0.537700,0.538944
44,20,log1p,Baseline_CosThresh,0.594000,0.547900,0.451051
44,20,log1p,Baseline_LogReg,0.605800,0.548400,0.533273
44,20,zscore,Baseline_L1Thresh,0.576600,0.532100,0.620061
44,20,zscore,Baseline_L2Thresh,0.576600,0.532100,0.640844
44,20,zscore,Baseline_CosThresh,0.604200,0.547900,0.395689
44,20,zscore,Baseline_LogReg,0.605000,0.549700,0.517650
44,30,raw,Baseline_L1Thresh,0.591200,0.520200,0.725525
44,30,raw,Baseline_L2Thresh,0.591300,0.520200,0.801672
44,30,raw,Baseline_CosThresh,0.628700,0.562100,0.569482
44,30,raw,Baseline_LogReg,0.633700,0.552600,0.554278
44,30,log1p,Baseline_L1Thresh,0.591000,0.520200,0.623037
44,30,log1p,Baseline_L2Thresh,0.592400,0.520200,0.647243
44,30,log1p,Baseline_CosThresh,0.628800,0.562100,0.579686
44,30,log1p,Baseline_LogReg,0.631500,0.556900,0.653515
44,30,zscore,Baseline_L1Thresh,0.589200,0.516100,0.761396
44,30,zscore,Baseline_L2Thresh,0.589400,0.524300,0.774900
44,30,zscore,Baseline_CosThresh,0.633300,0.556000,0.433736
44,30,zscore,Baseline_LogReg,0.636300,0.525200,0.547444
44,40,raw,Baseline_L1Thresh,0.616700,0.511600,0.837848
44,40,raw,Baseline_L2Thresh,0.617100,0.513900,0.869589
44,40,raw,Baseline_CosThresh,0.652800,0.589300,0.574508
44,40,raw,Baseline_LogReg,0.662000,0.559500,0.685879
44,40,log1p,Baseline_L1Thresh,0.615600,0.511300,0.759618
44,40,log1p,Baseline_L2Thresh,0.618500,0.511600,0.722317
44,40,log1p,Baseline_CosThresh,0.663100,0.549400,0.583834
44,40,log1p,Baseline_LogReg,0.661400,0.560400,0.654667
44,40,zscore,Baseline_L1Thresh,0.613700,0.513500,0.865366
44,40,zscore,Baseline_L2Thresh,0.610000,0.523200,0.895772
44,40,zscore,Baseline_CosThresh,0.663200,0.530500,0.734138
44,40,zscore,Baseline_LogReg,0.666800,0.540100,0.610707
44,50,raw,Baseline_L1Thresh,0.619600,0.506200,0.870931
44,50,raw,Baseline_L2Thresh,0.622700,0.510200,0.860098
44,50,raw,Baseline_CosThresh,0.686700,0.561200,0.538195
44,50,raw,Baseline_LogReg,0.689800,0.558800,0.630984
44,50,log1p,Baseline_L1Thresh,0.623300,0.515000,0.793116
44,50,log1p,Baseline_L2Thresh,0.625400,0.517100,0.715109
44,50,log1p,Baseline_CosThresh,0.685500,0.559500,0.538988
44,50,log1p,Baseline_LogReg,0.688200,0.567500,0.607393
44,50,zscore,Baseline_L1Thresh,0.616400,0.514400,0.893059
44,50,zscore,Baseline_L2Thresh,0.615500,0.519800,0.900260
44,50,zscore,Baseline_CosThresh,0.682100,0.542100,0.590587
44,50,zscore,Baseline_LogReg,0.700100,0.565700,0.613560
44,60,raw,Baseline_L1Thresh,0.632600,0.516200,0.897530
44,60,raw,Baseline_L2Thresh,0.634700,0.521300,0.848008
44,60,raw,Baseline_CosThresh,0.697700,0.614900,0.490884
44,60,raw,Baseline_LogReg,0.704500,0.584400,0.627070
44,60,log1p,Baseline_L1Thresh,0.632700,0.516300,0.833445
44,60,log1p,Baseline_L2Thresh,0.634300,0.516400,0.696623
44,60,log1p,Baseline_CosThresh,0.699600,0.601500,0.514713
44,60,log1p,Baseline_LogReg,0.707500,0.587100,0.630230
44,60,zscore,Baseline_L1Thresh,0.627100,0.515800,0.904647
44,60,zscore,Baseline_L2Thresh,0.623500,0.517200,0.900563
44,60,zscore,Baseline_CosThresh,0.700400,0.556500,0.597956
44,60,zscore,Baseline_LogReg,0.714100,0.572400,0.616766
44,70,raw,Baseline_L1Thresh,0.641300,0.506500,0.903009
44,70,raw,Baseline_L2Thresh,0.642900,0.510600,0.855119
44,70,raw,Baseline_CosThresh,0.716200,0.636300,0.486366
44,70,raw,Baseline_LogReg,0.725000,0.619800,0.649058
44,70,log1p,Baseline_L1Thresh,0.651700,0.513600,0.853873
44,70,log1p,Baseline_L2Thresh,0.643400,0.506500,0.652912
44,70,log1p,Baseline_CosThresh,0.713900,0.630300,0.489232
44,70,log1p,Baseline_LogReg,0.726600,0.618900,0.630442
44,70,zscore,Baseline_L1Thresh,0.645600,0.513100,0.912833
44,70,zscore,Baseline_L2Thresh,0.637600,0.513300,0.880587
44,70,zscore,Baseline_CosThresh,0.713500,0.555000,0.540673
44,70,zscore,Baseline_LogReg,0.726800,0.596200,0.623928
44,80,raw,Baseline_L1Thresh,0.657200,0.516900,0.915485
44,80,raw,Baseline_L2Thresh,0.645400,0.512600,0.859033
44,80,raw,Baseline_CosThresh,0.725600,0.645600,0.463708
44,80,raw,Baseline_LogReg,0.735800,0.614200,0.651318
44,80,log1p,Baseline_L1Thresh,0.659200,0.516000,0.882344
44,80,log1p,Baseline_L2Thresh,0.660900,0.517000,0.624717
44,80,log1p,Baseline_CosThresh,0.723400,0.626200,0.466185
44,80,log1p,Baseline_LogReg,0.734700,0.626800,0.640585
44,80,zscore,Baseline_L1Thresh,0.646800,0.514600,0.918298
44,80,zscore,Baseline_L2Thresh,0.640300,0.506100,0.868108
44,80,zscore,Baseline_CosThresh,0.722900,0.541000,0.427904
44,80,zscore,Baseline_LogReg,0.740400,0.600500,0.642111
44,90,raw,Baseline_L1Thresh,0.657800,0.514700,0.917692
44,90,raw,Baseline_L2Thresh,0.655800,0.523700,0.848075
44,90,raw,Baseline_CosThresh,0.738000,0.661600,0.438601
44,90,raw,Baseline_LogReg,0.748500,0.590200,0.662736
44,90,log1p,Baseline_L1Thresh,0.657300,0.514800,0.888644
44,90,log1p,Baseline_L2Thresh,0.661700,0.514700,0.601330
44,90,log1p,Baseline_CosThresh,0.736600,0.657100,0.440569
44,90,log1p,Baseline_LogReg,0.747800,0.588100,0.658731
44,90,zscore,Baseline_L1Thresh,0.652800,0.511100,0.918743
44,90,zscore,Baseline_L2Thresh,0.646700,0.511800,0.848693
44,90,zscore,Baseline_CosThresh,0.732100,0.548800,0.426314
44,90,zscore,Baseline_LogReg,0.749300,0.603700,0.636507
44,100,raw,Baseline_L1Thresh,0.661100,0.512100,0.923340
44,100,raw,Baseline_L2Thresh,0.660400,0.512300,0.806346
44,100,raw,Baseline_CosThresh,0.755200,0.677000,0.403930
44,100,raw,Baseline_LogReg,0.766600,0.642100,0.647742
44,100,log1p,Baseline_L1Thresh,0.663300,0.512200,0.895069
44,100,log1p,Baseline_L2Thresh,0.666900,0.512700,0.547119
44,100,log1p,Baseline_CosThresh,0.750400,0.676600,0.422686
44,100,log1p,Baseline_LogReg,0.766100,0.638000,0.617479
44,100,zscore,Baseline_L1Thresh,0.650500,0.513400,0.921471
44,100,zscore,Baseline_L2Thresh,0.651000,0.511800,0.847471
44,100,zscore,Baseline_CosThresh,0.750700,0.632000,0.400971
44,100,zscore,Baseline_LogReg,0.767300,0.616800,0.647007
44,110,raw,Baseline_L1Thresh,0.672000,0.511100,0.918651
44,110,raw,Baseline_L2Thresh,0.671500,0.516800,0.856726
44,110,raw,Baseline_CosThresh,0.755000,0.685300,0.428985
44,110,raw,Baseline_LogReg,0.774900,0.652200,0.637021
44,110,log1p,Baseline_L1Thresh,0.667900,0.513300,0.891710
44,110,log1p,Baseline_L2Thresh,0.677000,0.511300,0.498239
44,110,log1p,Baseline_CosThresh,0.750200,0.685300,0.405594
44,110,log1p,Baseline_LogReg,0.775800,0.647600,0.611718
44,110,zscore,Baseline_L1Thresh,0.660000,0.511100,0.917279
44,110,zscore,Baseline_L2Thresh,0.655000,0.508200,0.895918
44,110,zscore,Baseline_CosThresh,0.747100,0.553200,0.412028
44,110,zscore,Baseline_LogReg,0.772200,0.620200,0.639000
44,120,raw,Baseline_L1Thresh,0.677900,0.513900,0.916459
44,120,raw,Baseline_L2Thresh,0.677400,0.514500,0.836007
44,120,raw,Baseline_CosThresh,0.764900,0.697900,0.408634
44,120,raw,Baseline_LogReg,0.789200,0.666500,0.639541
44,120,log1p,Baseline_L1Thresh,0.679400,0.513000,0.890987
44,120,log1p,Baseline_L2Thresh,0.680700,0.509200,0.413184
44,120,log1p,Baseline_CosThresh,0.761000,0.697800,0.383166
44,120,log1p,Baseline_LogReg,0.784400,0.648700,0.610814
44,120,zscore,Baseline_L1Thresh,0.671300,0.508000,0.917968
44,120,zscore,Baseline_L2Thresh,0.661500,0.516300,0.899559
44,120,zscore,Baseline_CosThresh,0.762200,0.591000,0.356636
44,120,zscore,Baseline_LogReg,0.786200,0.637400,0.645817
44,130,raw,Baseline_L1Thresh,0.682300,0.509300,0.918732
44,130,raw,Baseline_L2Thresh,0.684600,0.517300,0.843744
44,130,raw,Baseline_CosThresh,0.774400,0.712700,0.411535
44,130,raw,Baseline_LogReg,0.804500,0.684600,0.636326
44,130,log1p,Baseline_L1Thresh,0.680500,0.509200,0.888893
44,130,log1p,Baseline_L2Thresh,0.686800,0.509400,0.390056
44,130,log1p,Baseline_CosThresh,0.771600,0.712700,0.392453
44,130,log1p,Baseline_LogReg,0.798000,0.680000,0.602065
44,130,zscore,Baseline_L1Thresh,0.677200,0.512000,0.915730
44,130,zscore,Baseline_L2Thresh,0.666000,0.511000,0.877987
44,130,zscore,Baseline_CosThresh,0.770500,0.595500,0.349455
44,130,zscore,Baseline_LogReg,0.795400,0.641600,0.650595
44,140,raw,Baseline_L1Thresh,0.691100,0.512100,0.912458
44,140,raw,Baseline_L2Thresh,0.692500,0.521200,0.813754
44,140,raw,Baseline_CosThresh,0.778300,0.717600,0.397673
44,140,raw,Baseline_LogReg,0.809100,0.689200,0.622635
44,140,log1p,Baseline_L1Thresh,0.688900,0.512300,0.887493
44,140,log1p,Baseline_L2Thresh,0.696000,0.512700,0.315038
44,140,log1p,Baseline_CosThresh,0.775600,0.717600,0.377370
44,140,log1p,Baseline_LogReg,0.804400,0.676500,0.612232
44,140,zscore,Baseline_L1Thresh,0.684600,0.510100,0.904378
44,140,zscore,Baseline_L2Thresh,0.673800,0.519000,0.852573
44,140,zscore,Baseline_CosThresh,0.778100,0.690900,0.325652
44,140,zscore,Baseline_LogReg,0.804800,0.654800,0.650377
44,150,raw,Baseline_L1Thresh,0.697400,0.513200,0.906908
44,150,raw,Baseline_L2Thresh,0.697000,0.523200,0.859896
44,150,raw,Baseline_CosThresh,0.781000,0.724300,0.413824
44,150,raw,Baseline_LogReg,0.809800,0.692600,0.636062
44,150,log1p,Baseline_L1Thresh,0.697300,0.512400,0.879218
44,150,log1p,Baseline_L2Thresh,0.700800,0.511100,0.324881
44,150,log1p,Baseline_CosThresh,0.778900,0.723300,0.374833
44,150,log1p,Baseline_LogReg,0.804600,0.682100,0.609837
44,150,zscore,Baseline_L1Thresh,0.685100,0.506300,0.917267
44,150,zscore,Baseline_L2Thresh,0.673300,0.516100,0.871032
44,150,zscore,Baseline_CosThresh,0.782000,0.691600,0.312773
44,150,zscore,Baseline_LogReg,0.808100,0.655300,0.647916
44,200,raw,Baseline_L1Thresh,0.704000,0.516800,0.912176
44,200,raw,Baseline_L2Thresh,0.703500,0.529300,0.882942
44,200,raw,Baseline_CosThresh,0.795100,0.753500,0.415502
44,200,raw,Baseline_LogReg,0.836700,0.721900,0.627902
44,200,log1p,Baseline_L1Thresh,0.703200,0.515900,0.878604
44,200,log1p,Baseline_L2Thresh,0.713800,0.517200,0.245446
44,200,log1p,Baseline_CosThresh,0.792300,0.753900,0.363261
44,200,log1p,Baseline_LogReg,0.829000,0.713300,0.612170
44,200,zscore,Baseline_L1Thresh,0.695200,0.501600,0.916730
44,200,zscore,Baseline_L2Thresh,0.689400,0.512200,0.908059
44,200,zscore,Baseline_CosThresh,0.797500,0.716000,0.309111
44,200,zscore,Baseline_LogReg,0.835200,0.688500,0.663769
44,300,raw,Baseline_L1Thresh,0.730900,0.505000,0.895449
44,300,raw,Baseline_L2Thresh,0.726200,0.514600,0.874167
44,300,raw,Baseline_CosThresh,0.806800,0.739300,0.412275
44,300,raw,Baseline_LogReg,0.870600,0.765200,0.643861
44,300,log1p,Baseline_L1Thresh,0.730800,0.510200,0.830498
44,300,log1p,Baseline_L2Thresh,0.739800,0.505200,0.158487
44,300,log1p,Baseline_CosThresh,0.802400,0.732400,0.358406
44,300,log1p,Baseline_LogReg,0.865400,0.756300,0.634950
44,300,zscore,Baseline_L1Thresh,0.716000,0.503100,0.907823
44,300,zscore,Baseline_L2Thresh,0.704900,0.522300,0.910702
44,300,zscore,Baseline_CosThresh,0.822200,0.774800,0.325540
44,300,zscore,Baseline_LogReg,0.876400,0.749800,0.670016
44,400,raw,Baseline_L1Thresh,0.744700,0.500400,0.864955
44,400,raw,Baseline_L2Thresh,0.741600,0.526600,0.875551
44,400,raw,Baseline_CosThresh,0.826100,0.746900,0.413922
44,400,raw,Baseline_LogReg,0.895700,0.791300,0.658215
44,400,log1p,Baseline_L1Thresh,0.740600,0.505900,0.777488
44,400,log1p,Baseline_L2Thresh,0.756900,0.500300,0.143610
44,400,log1p,Baseline_CosThresh,0.822600,0.751300,0.364013
44,400,log1p,Baseline_LogReg,0.891200,0.788200,0.650963
44,400,zscore,Baseline_L1Thresh,0.724700,0.505400,0.916322
44,400,zscore,Baseline_L2Thresh,0.712100,0.525100,0.894959
44,400,zscore,Baseline_CosThresh,0.846500,0.795400,0.293677
44,400,zscore,Baseline_LogReg,0.893100,0.779300,0.678545
44,500,raw,Baseline_L1Thresh,0.755700,0.503100,0.882036
44,500,raw,Baseline_L2Thresh,0.745500,0.531500,0.875640
44,500,raw,Baseline_CosThresh,0.835700,0.755100,0.419133
44,500,raw,Baseline_LogReg,0.905900,0.809300,0.659941
44,500,log1p,Baseline_L1Thresh,0.755700,0.503600,0.801235
44,500,log1p,Baseline_L2Thresh,0.770400,0.501600,0.146240
44,500,log1p,Baseline_CosThresh,0.834900,0.761800,0.376809
44,500,log1p,Baseline_LogReg,0.903300,0.807700,0.650303
44,500,zscore,Baseline_L1Thresh,0.731700,0.505500,0.907117
44,500,zscore,Baseline_L2Thresh,0.714800,0.535600,0.897071
44,500,zscore,Baseline_CosThresh,0.857600,0.806400,0.288240
44,500,zscore,Baseline_LogReg,0.905800,0.799000,0.678494
44,600,raw,Baseline_L1Thresh,0.759500,0.504400,0.889519
44,600,raw,Baseline_L2Thresh,0.754000,0.528100,0.883450
44,600,raw,Baseline_CosThresh,0.843900,0.767200,0.426311
44,600,raw,Baseline_LogReg,0.918100,0.825500,0.666351
44,600,log1p,Baseline_L1Thresh,0.760000,0.501800,0.819578
44,600,log1p,Baseline_L2Thresh,0.775300,0.505500,0.150393
44,600,log1p,Baseline_CosThresh,0.844800,0.757800,0.384949
44,600,log1p,Baseline_LogReg,0.912800,0.826100,0.658979
44,600,zscore,Baseline_L1Thresh,0.739600,0.505600,0.914016
44,600,zscore,Baseline_L2Thresh,0.726000,0.527400,0.903504
44,600,zscore,Baseline_CosThresh,0.870700,0.808400,0.279280
44,600,zscore,Baseline_LogReg,0.912800,0.823400,0.687941
45,10,raw,Baseline_L1Thresh,0.544700,0.509600,0.467858
45,10,raw,Baseline_L2Thresh,0.544700,0.509600,0.487307
45,10,raw,Baseline_CosThresh,0.559800,0.515600,0.356820
45,10,raw,Baseline_LogReg,0.559100,0.524700,0.517557
45,10,log1p,Baseline_L1Thresh,0.544700,0.509600,0.420091
45,10,log1p,Baseline_L2Thresh,0.544700,0.509600,0.419938
45,10,log1p,Baseline_CosThresh,0.558600,0.515600,0.358961
45,10,log1p,Baseline_LogReg,0.559900,0.524700,0.531591
45,10,zscore,Baseline_L1Thresh,0.544700,0.509600,0.464174
45,10,zscore,Baseline_L2Thresh,0.544700,0.509600,0.485492
45,10,zscore,Baseline_CosThresh,0.559800,0.515600,0.373981
45,10,zscore,Baseline_LogReg,0.558300,0.526700,0.516548
45,20,raw,Baseline_L1Thresh,0.570200,0.537600,0.627800
45,20,raw,Baseline_L2Thresh,0.570200,0.537600,0.690917
45,20,raw,Baseline_CosThresh,0.590700,0.547300,0.468426
45,20,raw,Baseline_LogReg,0.596300,0.548100,0.521161
45,20,log1p,Baseline_L1Thresh,0.570100,0.537600,0.545958
45,20,log1p,Baseline_L2Thresh,0.570100,0.537600,0.547041
45,20,log1p,Baseline_CosThresh,0.588700,0.547300,0.466941
45,20,log1p,Baseline_LogReg,0.596100,0.548100,0.500998
45,20,zscore,Baseline_L1Thresh,0.570200,0.537600,0.634442
45,20,zscore,Baseline_L2Thresh,0.570200,0.537600,0.680540
45,20,zscore,Baseline_CosThresh,0.594500,0.547300,0.396822
45,20,zscore,Baseline_LogReg,0.594700,0.549500,0.493003
45,30,raw,Baseline_L1Thresh,0.578000,0.540000,0.778984
45,30,raw,Baseline_L2Thresh,0.578000,0.540000,0.816434
45,30,raw,Baseline_CosThresh,0.639700,0.550100,0.572232
45,30,raw,Baseline_LogReg,0.643700,0.542900,0.607278
45,30,log1p,Baseline_L1Thresh,0.578000,0.540000,0.613744
45,30,log1p,Baseline_L2Thresh,0.578000,0.540000,0.673185
45,30,log1p,Baseline_CosThresh,0.639300,0.550100,0.584865
45,30,log1p,Baseline_LogReg,0.642600,0.544600,0.646245
45,30,zscore,Baseline_L1Thresh,0.578800,0.539500,0.788111
45,30,zscore,Baseline_L2Thresh,0.579000,0.547000,0.813429
45,30,zscore,Baseline_CosThresh,0.638600,0.536700,0.616011
45,30,zscore,Baseline_LogReg,0.643500,0.520600,0.548797
45,40,raw,Baseline_L1Thresh,0.602500,0.513900,0.851676
45,40,raw,Baseline_L2Thresh,0.601800,0.514200,0.878666
45,40,raw,Baseline_CosThresh,0.661500,0.583000,0.577465
45,40,raw,Baseline_LogReg,0.665000,0.557300,0.682218
45,40,log1p,Baseline_L1Thresh,0.603500,0.514000,0.689570
45,40,log1p,Baseline_L2Thresh,0.604600,0.513900,0.745997
45,40,log1p,Baseline_CosThresh,0.660800,0.537500,0.589413
45,40,log1p,Baseline_LogReg,0.664800,0.557300,0.676037
45,40,zscore,Baseline_L1Thresh,0.605600,0.514200,0.865361
45,40,zscore,Baseline_L2Thresh,0.596500,0.524100,0.890695
45,40,zscore,Baseline_CosThresh,0.659400,0.524200,0.665882
45,40,zscore,Baseline_LogReg,0.660300,0.539500,0.607753
45,50,raw,Baseline_L1Thresh,0.608300,0.510300,0.895127
45,50,raw,Baseline_L2Thresh,0.608600,0.512100,0.888749
45,50,raw,Baseline_CosThresh,0.690100,0.554500,0.536569
45,50,raw,Baseline_LogReg,0.679800,0.556500,0.662842
45,50,log1p,Baseline_L1Thresh,0.609900,0.516100,0.808335
45,50,log1p,Baseline_L2Thresh,0.610000,0.510300,0.748666
45,50,log1p,Baseline_CosThresh,0.689600,0.554000,0.533071
45,50,log1p,Baseline_LogReg,0.679700,0.574800,0.660585
45,50,zscore,Baseline_L1Thresh,0.605100,0.513100,0.901437
45,50,zscore,Baseline_L2Thresh,0.605700,0.520700,0.912587
45,50,zscore,Baseline_CosThresh,0.681600,0.542300,0.510328
45,50,zscore,Baseline_LogReg,0.690500,0.557200,0.617588
45,60,raw,Baseline_L1Thresh,0.623500,0.519700,0.910897
45,60,raw,Baseline_L2Thresh,0.624100,0.522600,0.877067
45,60,raw,Baseline_CosThresh,0.706200,0.585400,0.500638
45,60,raw,Baseline_LogReg,0.698800,0.579700,0.642072
45,60,log1p,Baseline_L1Thresh,0.623400,0.520000,0.841802
45,60,log1p,Baseline_L2Thresh,0.624900,0.519700,0.745907
45,60,log1p,Baseline_CosThresh,0.704300,0.572400,0.513273
45,60,log1p,Baseline_LogReg,0.696400,0.575600,0.639934
45,60,zscore,Baseline_L1Thresh,0.613400,0.515000,0.913432
45,60,zscore,Baseline_L2Thresh,0.611700,0.519600,0.906231
45,60,zscore,Baseline_CosThresh,0.698600,0.541300,0.391971
45,60,zscore,Baseline_LogReg,0.703600,0.570500,0.623329
45,70,raw,Baseline_L1Thresh,0.637800,0.515900,0.912877
45,70,raw,Baseline_L2Thresh,0.632900,0.510900,0.885557
45,70,raw,Baseline_CosThresh,0.719500,0.632800,0.484539
45,70,raw,Baseline_LogReg,0.716400,0.601300,0.655246
45,70,log1p,Baseline_L1Thresh,0.636900,0.515100,0.851875
45,70,log1p,Baseline_L2Thresh,0.634600,0.507400,0.686595
45,70,log1p,Baseline_CosThresh,0.717400,0.613200,0.486572
45,70,log1p,Baseline_LogReg,0.716600,0.583100,0.648521
45,70,zscore,Baseline_L1Thresh,0.633600,0.517700,0.917042
45,70,zscore,Baseline_L2Thresh,0.624900,0.519300,0.915692
45,70,zscore,Baseline_CosThresh,0.710400,0.560400,0.509673
45,70,zscore,Baseline_LogReg,0.717700,0.593900,0.622215
45,80,raw,Baseline_L1Thresh,0.642200,0.518600,0.920896
45,80,raw,Baseline_L2Thresh,0.643000,0.524800,0.886805
45,80,raw,Baseline_CosThresh,0.730600,0.643000,0.464806
45,80,raw,Baseline_LogReg,0.740600,0.610600,0.656510
45,80,log1p,Baseline_L1Thresh,0.644500,0.517700,0.879370
45,80,log1p,Baseline_L2Thresh,0.646500,0.518700,0.670533
45,80,log1p,Baseline_CosThresh,0.730400,0.631800,0.467167
45,80,log1p,Baseline_LogReg,0.734100,0.617200,0.638485
45,80,zscore,Baseline_L1Thresh,0.638400,0.517200,0.922760
45,80,zscore,Baseline_L2Thresh,0.636100,0.518100,0.907395
45,80,zscore,Baseline_CosThresh,0.729000,0.547800,0.398715
45,80,zscore,Baseline_LogReg,0.734200,0.600100,0.644904
45,90,raw,Baseline_L1Thresh,0.652300,0.516700,0.921841
45,90,raw,Baseline_L2Thresh,0.646600,0.510000,0.880800
45,90,raw,Baseline_CosThresh,0.739200,0.658000,0.445582
45,90,raw,Baseline_LogReg,0.751000,0.634500,0.651125
45,90,log1p,Baseline_L1Thresh,0.652900,0.516600,0.886083
